date,close,high,low,open,volume
2026-01-02 17:25:00,270.3245849609375,270.5779113769531,270.2699890136719,270.5199890136719,211225
2026-01-02 17:30:00,270.8900146484375,270.9599914550781,270.17999267578125,270.29998779296875,221586
2026-01-02 17:35:00,270.5899963378906,270.9599914550781,270.4800109863281,270.885009765625,190255
2026-01-02 17:40:00,270.1499938964844,270.6000061035156,270.1499938964844,270.5849914550781,188709
2026-01-02 17:45:00,270.1000061035156,270.32000732421875,270.0199890136719,270.1400146484375,205337
2026-01-02 17:50:00,269.70001220703125,270.1098937988281,269.5801086425781,270.0899963378906,274360
2026-01-02 17:55:00,269.6499938964844,269.875,269.6000061035156,269.70001220703125,148834
2026-01-02 18:00:00,269.2300109863281,269.7099914550781,269.1099853515625,269.6400146484375,304978
2026-01-02 18:05:00,269.6700134277344,269.739990234375,269.2200012207031,269.2200012207031,200291
2026-01-02 18:10:00,270.2300109863281,270.2499084472656,269.6600036621094,269.67498779296875,202260
2026-01-02 18:15:00,269.9324951171875,270.2749938964844,269.9224853515625,270.2250061035156,157506
2026-01-02 18:20:00,269.9949951171875,270.1400146484375,269.7799987792969,269.9200134277344,154622
2026-01-02 18:25:00,270.1499938964844,270.1499938964844,269.8445129394531,269.989990234375,183135
2026-01-02 18:30:00,270.02679443359375,270.2699890136719,269.95001220703125,270.17999267578125,173400
2026-01-02 18:35:00,270.1091003417969,270.2200012207031,270.010009765625,270.02508544921875,180320
2026-01-02 18:40:00,270.135009765625,270.20001220703125,269.9100036621094,270.1000061035156,134225
2026-01-02 18:45:00,269.8599853515625,270.29998779296875,269.7650146484375,270.1499938964844,185065
2026-01-02 18:50:00,270.10699462890625,270.1199951171875,269.7300109863281,269.8500061035156,219245
2026-01-02 18:55:00,270.1400146484375,270.2300109863281,270.0150146484375,270.1000061035156,127422
2026-01-02 19:00:00,270.239990234375,270.4800109863281,270.1173095703125,270.1173095703125,156953
2026-01-02 19:05:00,270.2300109863281,270.3399963378906,270.0799865722656,270.2410888671875,122326
2026-01-02 19:10:00,269.95001220703125,270.3599853515625,269.94000244140625,270.239990234375,126963
2026-01-02 19:15:00,270.1600036621094,270.2300109863281,269.8900146484375,269.94000244140625,114731
2026-01-02 19:20:00,270.0,270.2699890136719,269.9800109863281,270.1700134277344,111194
2026-01-02 19:25:00,270.0799865722656,270.19000244140625,269.9125061035156,269.99481201171875,128247
2026-01-02 19:30:00,269.82501220703125,270.1499938964844,269.7099914550781,270.0899963378906,132960
2026-01-02 19:35:00,269.7799987792969,269.889892578125,269.6600036621094,269.80999755859375,110892
2026-01-02 19:40:00,269.92999267578125,269.94989013671875,269.6600036621094,269.7699890136719,124424
2026-01-02 19:45:00,269.26959228515625,270.0799865722656,269.260009765625,269.92999267578125,176560
2026-01-02 19:50:00,269.56500244140625,269.5985107421875,269.0199890136719,269.260009765625,193748
2026-01-02 19:55:00,269.40008544921875,269.5899963378906,269.2699890136719,269.5799865722656,175249
2026-01-02 20:00:00,269.7300109863281,269.760009765625,269.29998779296875,269.40728759765625,181036
2026-01-02 20:05:00,269.930908203125,269.9599914550781,269.67999267578125,269.7200927734375,154141
2026-01-02 20:10:00,269.9150085449219,270.2499084472656,269.8399963378906,269.92999267578125,231006
2026-01-02 20:15:00,269.6449890136719,269.9599914550781,269.6000061035156,269.92999267578125,206375
2026-01-02 20:20:00,270.0201110839844,270.0400085449219,269.4801025390625,269.6499938964844,201749
2026-01-02 20:25:00,270.1300048828125,270.17999267578125,269.8999938964844,270.0400085449219,132690
2026-01-02 20:30:00,270.54998779296875,270.55999755859375,270.0899963378906,270.1400146484375,191844
2026-01-02 20:35:00,270.55999755859375,270.7099914550781,270.42999267578125,270.5400085449219,244541
2026-01-02 20:40:00,270.49859619140625,270.6600036621094,270.3500061035156,270.54998779296875,149679
2026-01-02 20:45:00,270.4096984863281,270.5899963378906,270.3500061035156,270.489990234375,177946
2026-01-02 20:50:00,270.4100036621094,270.4599914550781,270.260009765625,270.42999267578125,132199
2026-01-02 20:55:00,270.3599853515625,270.4649963378906,270.2300109863281,270.4200134277344,154901
2026-01-02 21:00:00,270.57000732421875,270.6400146484375,270.29998779296875,270.3599853515625,183579
2026-01-02 21:05:00,270.590087890625,270.6499938964844,270.44000244140625,270.57000732421875,158285
2026-01-02 21:10:00,270.6600036621094,270.7900085449219,270.5899963378906,270.6029968261719,206715
2026-01-02 21:15:00,270.7749938964844,270.7998962402344,270.44989013671875,270.6600036621094,166303
2026-01-02 21:20:00,270.5199890136719,270.8399963378906,270.489990234375,270.760009765625,179638
2026-01-02 21:25:00,270.510009765625,270.6099853515625,270.21661376953125,270.5299987792969,160992
2026-01-02 21:30:00,270.46990966796875,270.5799865722656,270.3500061035156,270.5299987792969,185784
2026-01-02 21:35:00,270.55999755859375,270.6600036621094,270.4599914550781,270.4599914550781,168087
2026-01-02 21:40:00,270.6099853515625,270.7799987792969,270.5299987792969,270.5400085449219,287141
2026-01-02 21:45:00,270.4800109863281,270.7099914550781,270.364990234375,270.6099853515625,220874
2026-01-02 21:50:00,270.6400146484375,270.8500061035156,270.42999267578125,270.44000244140625,416506
2026-01-02 21:55:00,270.9800109863281,271.04998779296875,270.5711975097656,270.6099853515625,1372512
